"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_4654","pgtC","Phosphoglycerate transport regulatory protein PgtC","28","54","1","585","96.5517241379","91.5492957746","303.333333333","7.84617644325e-27","1.75056042625e-22","2.96705156992e-24"
"dicB","","Qin prophage; cell division inhibition protein","1","584","28","55","3.44827586207","8.60719874804","0.00336350293542","1.18211462974e-26","2.63741595042e-22","4.3956932507e-24"
"group_13385","","hypothetical protein","25","29","4","610","86.2068965517","95.4616588419","131.465517241","1.96487262784e-26","4.38382731998e-22","7.07068922577e-24"
"group_13386","","hypothetical protein","25","29","4","610","86.2068965517","95.4616588419","131.465517241","1.96487262784e-26","4.38382731998e-22","7.07068922577e-24"
"group_9304","","hypothetical protein","28","58","1","581","96.5517241379","90.9233176839","280.482758621","3.90136576083e-26","8.704337149e-22","1.3816408173e-23"
"group_1862","","hypothetical protein","0","566","29","73","0.0","11.4241001565","0.0","4.80709296072e-26","1.07251051047e-21","1.6757976726e-23"
"group_3199","ompA_2","Outer membrane protein A","29","77","0","562","100.0","87.9499217527","inf","1.76461898949e-25","3.93704142745e-21","6.00094764565e-23"
"group_8356","","hypothetical protein","1","577","28","62","3.44827586207","9.70266040689","0.00383758356029","1.77518956843e-25","3.96062544613e-21","6.00094764565e-23"
"group_12436","","hypothetical protein","1","576","28","63","3.44827586207","9.85915492958","0.00390625","2.55989520188e-25","5.71138218491e-21","8.52445102226e-23"
"group_13384","","hypothetical protein","25","34","4","605","86.2068965517","94.6791862285","111.213235294","3.4257389219e-25","7.64316610865e-21","1.12399501598e-22"
"group_6150","rzpD_1","DLP12 prophage; predicted murein endopeptidase","24","28","5","611","82.7586206897","95.6181533646","104.742857143","6.18378391897e-25","1.37966403016e-20","1.99951308719e-22"
"group_2372","","hypothetical protein","26","44","3","595","89.6551724138","93.1142410016","117.196969697","7.89474676295e-25","1.76139695028e-20","2.51628135754e-22"
"group_5817","","hypothetical protein","0","554","29","85","0.0","13.3020344288","0.0","2.01797185435e-24","4.50229700424e-20","6.34126338626e-22"
"group_7429","ydiF_2","fused predicted acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit","28","69","1","570","96.5517241379","89.2018779343","231.304347826","2.08906265733e-24","4.66090769477e-20","6.4734829094e-22"
"group_9036","","hypothetical protein","0","548","29","91","0.0","14.2410015649","0.0","1.10584109813e-23","2.46724207404e-19","3.37978366307e-21"
"fliC2","","Flagellin 2","29","92","0","547","100.0","85.6025039124","inf","1.45442144428e-23","3.24495968434e-19","4.32661291245e-21"
"group_13451","","hypothetical protein","29","92","0","547","100.0","85.6025039124","inf","1.45442144428e-23","3.24495968434e-19","4.32661291245e-21"
"group_1756","rzpD_2","DLP12 prophage; predicted murein endopeptidase","27","62","2","577","93.1034482759","90.2973395931","125.637096774","1.60521139215e-23","3.58138713702e-19","4.71235149608e-21"
"group_9988","","hypothetical protein","23","27","6","612","79.3103448276","95.7746478873","86.8888888889","1.63017684901e-23","3.63708756782e-19","4.72349034782e-21"
"ydcM","","putative transposase","29","94","0","545","100.0","85.289514867","inf","2.49657380381e-23","5.57010581367e-19","7.14116129958e-21"
"group_3724","","hypothetical protein","2","575","27","64","6.89655172414","10.0156494523","0.00824476650564","3.23896852099e-23","7.22646266717e-19","8.97586901749e-21"
"group_12847","","hypothetical protein","0","544","29","95","0.0","14.8669796557","0.0","3.25868580708e-23","7.27045390417e-19","8.97586901749e-21"
"group_12848","","hypothetical protein","0","544","29","95","0.0","14.8669796557","0.0","3.25868580708e-23","7.27045390417e-19","8.97586901749e-21"
