"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_12816","","hypothetical protein","51","40","25","552","67.1052631579","93.2432432432","28.152","1.48953985919e-32","3.32331237985e-28","1.74911177887e-29"
"group_12814","gntR_1","GntR DNA-binding transcriptional repressor","51","40","25","552","67.1052631579","93.2432432432","28.152","1.48953985919e-32","3.32331237985e-28","1.74911177887e-29"
"tktA_3","","transketolase I","51","40","25","552","67.1052631579","93.2432432432","28.152","1.48953985919e-32","3.32331237985e-28","1.74911177887e-29"
"dxs_2","","1-deoxyxylulose-5-phosphate synthase","51","40","25","552","67.1052631579","93.2432432432","28.152","1.48953985919e-32","3.32331237985e-28","1.74911177887e-29"
"ulaC_2","","L-ascorbate PTS permease - UlaC subunit","51","40","25","552","67.1052631579","93.2432432432","28.152","1.48953985919e-32","3.32331237985e-28","1.74911177887e-29"
"group_5774","","hypothetical protein","53","48","23","544","69.7368421053","91.8918918919","26.115942029","3.22787774412e-32","7.20171803492e-28","3.60085901746e-29"
"fhuA_1","","ferrichrome / phage / antibiotic outer membrane porin FhuA","2","407","74","185","2.63157894737","31.25","0.012285012285","3.01646351251e-31","6.73003174277e-27","3.20477702037e-28"
"group_13168","","hypothetical protein","2","401","74","191","2.63157894737","32.2635135135","0.0128732223495","2.13725519074e-30","4.76843005606e-26","2.1674682073e-27"
"group_10418","","hypothetical protein","48","38","28","554","63.1578947368","93.5810810811","24.992481203","5.69626898011e-30","1.27089457215e-25","5.52562857457e-27"
"group_4728","","hypothetical protein","42","586","34","6","55.2631578947","1.01351351351","0.012648062638","7.35337177468e-30","1.64061077665e-25","6.56244310659e-27"
"group_9160","","hypothetical protein","42","586","34","6","55.2631578947","1.01351351351","0.012648062638","7.35337177468e-30","1.64061077665e-25","6.56244310659e-27"
"group_6713","","hypothetical protein","7","445","69","147","9.21052631579","24.8310810811","0.0335124572545","8.45906631865e-30","1.88730228635e-25","7.25885494752e-27"
"group_10415","","hypothetical protein","48","39","28","553","63.1578947368","93.4121621622","24.3076923077","1.21095316028e-29","2.7017575959e-25","1.00065096144e-26"
"group_6751","fepC_2","ferric enterobactin ABC transporter - ATP binding subunit","3","406","73","186","3.94736842105","31.4189189189","0.0188271813213","1.63873297055e-29","3.6561771306e-25","1.30577754664e-26"
"prpR_2","","PrpR DNA-binding transcriptional dual regulator","3","405","73","187","3.94736842105","31.5878378378","0.0189751395231","2.26207081459e-29","5.04690619443e-25","1.74031248084e-26"
"group_3959","malX_2","maltose / glucose PTS permease - MalX subunit","47","37","29","555","61.8421052632","93.75","24.3103448276","3.01005004573e-29","6.71572265703e-25","2.23857421901e-26"
"macA_2","","MacAB-TolC macrolide efflux transport system - membrane fusion protein","76","230","0","362","100.0","61.1486486486","inf","5.40586202883e-29","1.20610187725e-24","3.76906836641e-26"
"cusC_3","","copper / silver efflux transport system - outer membrane porin","76","230","0","362","100.0","61.1486486486","inf","5.40586202883e-29","1.20610187725e-24","3.76906836641e-26"
"group_4287","insJK","hypothetical protein","49","45","27","547","64.4736842105","92.3986486486","22.0600823045","7.89455042295e-29","1.76135314486e-24","5.33743377232e-26"
"group_2935","","IS21 family transposase IS100kyp","37","13","39","579","48.6842105263","97.8040540541","42.2544378698","1.22057407351e-28","2.7232228154e-24","8.00947886884e-26"
"group_4442","","hypothetical protein","62","106","14","486","81.5789473684","82.0945945946","20.3045822102","1.4172663093e-28","3.16206286268e-24","9.03446532194e-26"
"yfjJ","","CP4-57 prophage; predicted protein","46","37","30","555","60.5263157895","93.75","23.0","3.29191808676e-28","7.34459844336e-24","2.04016623427e-25"
"group_10635","","hypothetical protein","46","39","30","553","60.5263157895","93.4121621622","21.7418803419","1.43100762905e-27","3.19272112117e-23","8.62897600315e-25"
"group_12715","yfjP_1","CP4-57 prophage; predicted GTP-binding protein","33","8","43","584","43.4210526316","98.6486486486","56.023255814","2.33558029058e-27","5.21091318632e-23","1.37129294377e-24"
"cvaA","","Colicin V secretion protein CvaA","76","244","0","348","100.0","58.7837837838","inf","2.63799099327e-27","5.88562170508e-23","1.50913377053e-24"
"ompT_2","","outer membrane protease VII (outer membrane protein 3b)","76","247","0","345","100.0","58.277027027","inf","5.9161420094e-27","1.31995044372e-22","3.21939132614e-24"
"group_3757","","ISNCY family transposase ISBcen27","76","247","0","345","100.0","58.277027027","inf","5.9161420094e-27","1.31995044372e-22","3.21939132614e-24"
"group_4505","dacD","DD-carboxypeptidase, penicillin-binding protein 6b","28","2","48","590","36.8421052632","99.6621621622","172.083333333","8.13059608811e-27","1.81401729322e-22","4.31908879338e-24"
"group_6715","","hypothetical protein","42","581","34","11","55.2631578947","1.85810810811","0.0233876683203","1.38869599469e-26","3.09831963376e-22","7.20539449711e-24"
"traV","","Protein TraV","76","251","0","341","100.0","57.6013513514","inf","1.71382927087e-26","3.82372448624e-22","8.69028292328e-24"
"group_10636","","hypothetical protein","44","37","32","555","57.8947368421","93.75","20.625","3.48930335354e-26","7.78498471209e-22","1.69238798089e-23"
"group_559","cbeA_5","CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system","44","37","32","555","57.8947368421","93.75","20.625","3.48930335354e-26","7.78498471209e-22","1.69238798089e-23"
"group_1490","yfjP_2","CP4-57 prophage; predicted GTP-binding protein","60","108","16","484","78.9473684211","81.7567567568","16.8055555556","4.60362520435e-26","1.02711481934e-21","2.18535067945e-23"
"era_1","","hypothetical protein","12","458","64","134","15.7894736842","22.6351351351","0.0548580786026","5.7638784309e-26","1.28597891672e-21","2.67912274317e-23"
"intS_3","","CPS-53 (KpLE1) prophage; prophage CPS-53 integrase","28","3","48","589","36.8421052632","99.4932432432","114.527777778","7.7914985926e-26","1.738361251e-21","3.54767602244e-23"
"group_11268","intS_1","CPS-53 (KpLE1) prophage; prophage CPS-53 integrase","36","17","40","575","47.3684210526","97.1283783784","30.4411764706","1.32761655436e-25","2.96204529444e-21","5.92409058888e-23"
"group_9737","","IS110 family transposase IS1663","34","13","42","579","44.7368421053","97.8040540541","36.0549450549","1.68086366322e-25","3.75017491902e-21","7.35328415494e-23"
"flmC","","Protein FlmC","73","218","3","374","96.0526315789","63.1756756757","41.74617737","2.48453198146e-25","5.54323930383e-21","1.06600755843e-22"
"group_1524","","hypothetical protein","44","40","32","552","57.8947368421","93.2432432432","18.975","2.85564418683e-25","6.37122774525e-21","1.16589907365e-22"
"group_8960","","hypothetical protein","44","40","32","552","57.8947368421","93.2432432432","18.975","2.85564418683e-25","6.37122774525e-21","1.16589907365e-22"
"ntdC","","hypothetical protein","75","245","1","347","98.6842105263","58.6148648649","106.224489796","2.87411810544e-25","6.41244490505e-21","1.16589907365e-22"
"group_13904","","hypothetical protein","31","8","45","584","40.7894736842","98.6486486486","50.2888888889","3.00615009739e-25","6.70702148228e-21","1.17667043549e-22"
"group_8694","","hypothetical protein","31","8","45","584","40.7894736842","98.6486486486","50.2888888889","3.00615009739e-25","6.70702148228e-21","1.17667043549e-22"
"group_16179","","hypothetical protein","29","5","47","587","38.1578947368","99.1554054054","72.4382978723","3.13217335508e-25","6.98819197253e-21","1.20486068492e-22"
"group_6509","","hypothetical protein","41","31","35","561","53.9473684211","94.7635135135","21.199078341","3.66827226169e-25","8.18428224307e-21","1.38716648188e-22"
"aroH_1","","2-dehydro-3-deoxyphosphoheptonate aldolase","75","246","1","346","98.6842105263","58.4459459459","105.487804878","3.73983610537e-25","8.3439483347e-21","1.39065805578e-22"
"group_10804","","Sugar transporter SemiSWEET","75","247","1","345","98.6842105263","58.277027027","104.75708502","4.86167669831e-25","1.08468868816e-20","1.77817817731e-22"
"group_12717","","hypothetical protein","24","0","52","592","31.5789473684","100.0","inf","5.69800541196e-25","1.27128198746e-20","1.92470936372e-22"
"yefM","","YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor","48","588","28","4","63.1578947368","0.675675675676","0.0116618075802","5.77990799917e-25","1.2895552737e-20","1.92470936372e-22"
"yoeB","","toxin of the YoeB-YefM toxin-antitoxin pair","48","588","28","4","63.1578947368","0.675675675676","0.0116618075802","5.77990799917e-25","1.2895552737e-20","1.92470936372e-22"
"group_13908","","hypothetical protein","28","4","48","588","36.8421052632","99.3243243243","85.75","5.77990799917e-25","1.2895552737e-20","1.92470936372e-22"
"group_13905","","hypothetical protein","28","4","48","588","36.8421052632","99.3243243243","85.75","5.77990799917e-25","1.2895552737e-20","1.92470936372e-22"
"group_13725","","hypothetical protein","28","4","48","588","36.8421052632","99.3243243243","85.75","5.77990799917e-25","1.2895552737e-20","1.92470936372e-22"
"group_9126","","hypothetical protein","76","265","0","327","100.0","55.2364864865","inf","6.50079660893e-25","1.45039273142e-20","2.10201845133e-22"
"group_6620","","hypothetical protein","76","265","0","327","100.0","55.2364864865","inf","6.50079660893e-25","1.45039273142e-20","2.10201845133e-22"
"group_4335","","hypothetical protein","73","222","3","370","96.0526315789","62.5","40.5555555556","7.55822670022e-25","1.68631595909e-20","2.4090227987e-22"
"group_10637","","hypothetical protein","42","35","34","557","55.2631578947","94.0878378378","19.6588235294","7.67193518782e-25","1.71168545975e-20","2.4108245912e-22"
"group_1925","","hypothetical protein","74","235","2","357","97.3684210526","60.3040540541","56.2085106383","8.57424199513e-25","1.91299913153e-20","2.65694323824e-22"
"group_12764","","hypothetical protein","40","573","36","19","52.6315789474","3.20945945946","0.0368431258484","1.01174820411e-24","2.25731141818e-20","3.09220742217e-22"
"group_10843","cnl","hypothetical protein","25","1","51","591","32.8947368421","99.8310810811","289.705882353","1.10499683017e-24","2.4653584278e-20","3.33156544297e-22"
"yegJ","","putative protein","31","9","45","583","40.7894736842","98.4797297297","44.624691358","1.24356210226e-24","2.77451140634e-20","3.69934854179e-22"
"rutB_3","","peroxyureidoacrylate / ureidoacrylate amido hydrolase","32","11","44","581","42.1052631579","98.1418918919","38.4132231405","1.62626665662e-24","3.62836353757e-20","4.5268519806e-22"
"atzF_2","","Allophanate hydrolase","32","11","44","581","42.1052631579","98.1418918919","38.4132231405","1.62626665662e-24","3.62836353757e-20","4.5268519806e-22"
"yahF_4","","putative acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain protein","32","11","44","581","42.1052631579","98.1418918919","38.4132231405","1.62626665662e-24","3.62836353757e-20","4.5268519806e-22"
"codB_3","","cytosine transporter","32","11","44","581","42.1052631579","98.1418918919","38.4132231405","1.62626665662e-24","3.62836353757e-20","4.5268519806e-22"
"yqeA_3","","putative amino acid kinase","32","11","44","581","42.1052631579","98.1418918919","38.4132231405","1.62626665662e-24","3.62836353757e-20","4.5268519806e-22"
"pinR_1","","Rac prophage; predicted site-specific recombinase","34","15","42","577","44.7368421053","97.4662162162","31.1396825397","1.64347187678e-24","3.66675010429e-20","4.5268519806e-22"
"group_13726","dnaB_1","primosome","29","6","47","586","38.1578947368","98.9864864865","60.2624113475","1.69626123574e-24","3.78452844307e-20","4.55967282297e-22"
"group_13724","","hypothetical protein","29","6","47","586","38.1578947368","98.9864864865","60.2624113475","1.69626123574e-24","3.78452844307e-20","4.55967282297e-22"
"group_11286","","hypothetical protein","43","40","33","552","56.5789473684","93.2432432432","17.9818181818","2.65948934753e-24","5.93358668328e-20","7.06379367057e-22"
"group_4632","bcsQ","putative cellulose biosynthesis protein","67","168","9","424","88.1578947368","71.6216216216","18.7883597884","2.73485569641e-24","6.10173654427e-20","7.17851358149e-22"
"group_12497","","hypothetical protein","46","51","30","541","60.5263157895","91.3851351351","16.2653594771","3.44173004781e-24","7.67884390967e-20","8.86656676924e-22"
"group_13906","","hypothetical protein","28","5","48","587","36.8421052632","99.1554054054","68.4833333333","3.53692995591e-24","7.89124442463e-20","8.86656676924e-22"
"group_11232","","hypothetical protein","28","5","48","587","36.8421052632","99.1554054054","68.4833333333","3.53692995591e-24","7.89124442463e-20","8.86656676924e-22"
"group_551","cbeA_3","CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system","28","5","48","587","36.8421052632","99.1554054054","68.4833333333","3.53692995591e-24","7.89124442463e-20","8.86656676924e-22"
"group_5870","","hypothetical protein","74","241","2","351","97.3684210526","59.2905405405","53.887966805","4.19817156556e-24","9.36654057992e-20","1.0407267311e-21"
"group_5084","","hypothetical protein","31","10","45","582","40.7894736842","98.3108108108","40.0933333333","4.74507901268e-24","1.05867457852e-19","1.16337865771e-21"
"group_10634","","hypothetical protein","43","41","33","551","56.5789473684","93.0743243243","17.5114560237","5.14921549243e-24","1.14884146852e-19","1.24296465696e-21"
"group_3349","","hypothetical protein","45","48","31","544","59.2105263158","91.8918918919","16.4516129032","5.18110856069e-24","1.15595713098e-19","1.24296465696e-21"
"group_4903","mdtD","putative transport protein MdtD","32","12","44","580","42.1052631579","97.972972973","35.1515151515","5.55644216725e-24","1.23969781193e-19","1.3188274595e-21"
"group_7768","","hypothetical protein","75","257","1","335","98.6842105263","56.5878378378","97.7626459144","6.54512029877e-24","1.46028178986e-19","1.50206426436e-21"
"eno_1","","degradosome","75","257","1","335","98.6842105263","56.5878378378","97.7626459144","6.54512029877e-24","1.46028178986e-19","1.50206426436e-21"
"group_12716","","hypothetical protein","23","0","53","592","30.2631578947","100.0","inf","6.93436507682e-24","1.54712619229e-19","1.50206426436e-21"
"group_19586","","hypothetical protein","23","0","53","592","30.2631578947","100.0","inf","6.93436507682e-24","1.54712619229e-19","1.50206426436e-21"
"group_19580","","hypothetical protein","23","0","53","592","30.2631578947","100.0","inf","6.93436507682e-24","1.54712619229e-19","1.50206426436e-21"
"group_19585","","hypothetical protein","23","0","53","592","30.2631578947","100.0","inf","6.93436507682e-24","1.54712619229e-19","1.50206426436e-21"
"group_19587","","hypothetical protein","23","0","53","592","30.2631578947","100.0","inf","6.93436507682e-24","1.54712619229e-19","1.50206426436e-21"
"group_19582","yjjN_2","putative L-galactonate oxidoreductase","23","0","53","592","30.2631578947","100.0","inf","6.93436507682e-24","1.54712619229e-19","1.50206426436e-21"
"group_19574","imm_2","Colicin-E3 immunity protein","23","0","53","592","30.2631578947","100.0","inf","6.93436507682e-24","1.54712619229e-19","1.50206426436e-21"
"group_10819","","hypothetical protein","75","258","1","334","98.6842105263","56.4189189189","97.0930232558","8.33193007146e-24","1.85893691824e-19","1.78743934447e-21"
"group_13796","","hypothetical protein","30","9","46","583","39.4736842105","98.4797297297","42.2463768116","1.31943915574e-23","2.94380070038e-19","2.80361971465e-21"
"yciC_2","","Putative metal chaperone YciC","74","244","2","348","97.3684210526","58.7837837838","52.7704918033","1.5065602203e-23","3.36128650751e-19","3.17102500708e-21"
"group_1688","","hypothetical protein","28","6","48","586","36.8421052632","98.9864864865","56.9722222222","1.85809221844e-23","4.14558954857e-19","3.87438275567e-21"
"group_10638","","hypothetical protein","41","37","35","555","53.9473684211","93.75","17.5714285714","2.84238499421e-23","6.34164516057e-19","5.8718936672e-21"
"group_4997","","hypothetical protein","45","51","31","541","59.2105263158","91.3851351351","15.3984819734","3.02227453146e-23","6.74299670714e-19","6.18623551114e-21"
"group_6291","","hypothetical protein","47","584","29","8","61.8421052632","1.35135135135","0.022201228153","3.47636172062e-23","7.75611063487e-19","7.05100966806e-21"
"group_10815","","hypothetical protein","75","264","1","328","98.6842105263","55.4054054054","93.1818181818","3.95263796393e-23","8.81873056133e-19","7.9448023075e-21"
"group_17122","imm_1","Colicin-E2 immunity protein","30","10","46","582","39.4736842105","98.3108108108","37.9565217391","4.90468799229e-23","1.09428493796e-18","9.68393750408e-21"
"col","","Colicin-E2","30","10","46","582","39.4736842105","98.3108108108","37.9565217391","4.90468799229e-23","1.09428493796e-18","9.68393750408e-21"
